comentario,polaridade
@joiiice_ramos ??,positivo
Triste que não liberaram limite algum. Logo eu. que sempre tive limites na concorrência?!,negativo
Melhor cartão meu xodó amo e não troco ????,positivo
Como funciona.  me mandaram o convite mais aí pede pra compartilhar no Whatsapp aí eu compartilhei e nada,neutro
@nubank esse post me define??,neutro
Se aumentar meu limite. mando o Itaucard pra pqp,neutro
@__kajota__  veiaca,neutro
Meu cartão vai fazer 1 ano. tenho estourado quase todo mês o limite. pagando tudo em dia e até agora nada... até o bb já aumentou o meu limite e o nubank nada.,negativo
??????????,neutro
@nubank meu limite total aumenta somente se eu solicitar? ??,neutro
Melhor cartão ????,positivo
@1elaine.ramos  olha ai pq seu limite veio aquele,neutro
Eu nunca precisei pedir aumento de limite. sempre sou surpreendido com os aumentos que o nubank faz pra mim ????,positivo
Recebi meu cartão mais o limite que tenho não condiz com a minha renda.pretendo não usar porque não consigo fazer nem a dispensas básicas do mês.obrigado mais não dá ?,negativo
@alexsandrofb,neutro
Sigo todos os passos. tenho ate colocado cpf na nota. amo vocês. Eu só queria um aumentozinho ??,neutro
Eu recebi meu cartão mais o limite não está,neutro
Recebi meu cartão de débito hoje. Aff como é lindo ??,positivo
O meu já faz um bom tempo que estar apenas com 50 reais de limite até minha renda já boa mas nada de meu limite subir ??,negativo
Muito legal vcs pensarem no consumidor desta maneira. Aprendi com minha mestra das finanças @dominesuasfinancas Lu Fiaux que é uma forma de proteção mesmo para não nos endividarmos. ????,positivo
tenho o cartão desde 2016. e desde 2018 não recebo limite! não atraso. compro bastante. e nada de liberar o limite. isso me entristece!,negativo
Kkkkk literalmente @iisa_belaqueiroz,neutro
Nunca tive surpresas com esse cartão. e já tenho ele já quase 2 anos.,positivo
O meu tá até bom. mas poderia ser melhor ??????,neutro
Nunca consegui aumento no limite. e tenho vários outros cartões que aumentam meu limite e o Nubank não!,negativo
E quando seu chefe fala pra vc. se a gente fizesse um cartão de crédito (da nossa empresa) vc usaria? E eu falasse: não. Não saio do meu nubank ... #agoratocommedo,positivo
Tentei aumentar meu limite no nubank umas 5x para as reformas do meu apartamento e não consegui. Fiz na Neon ???????,negativo
Vocês pararam de aumentar meu limite kk acho que deixaram de gostar de mim como cliente,negativo
Estou ansioso pra chegar logo o presente que @nubank vai me enviar! ??,neutro
Bom o meu cartão está bloqueado ainda... Vou quitar um cartão d eu pai para poder começar usar o meu! Aí sim terei alguma posição se farei parte dos que estão felizes ou se farei parte dos que estão decepcionados...,neutro
Sempre o melhor ??????,positivo
Vocês estão é certíssimos!,positivo
Mentira isso aí! Já segui todas essas dicas e nada de aumento. sou cliente a quase 2 anos. nunca tive 1 aumente de limite. nunca atrasei 1 dia de pagar. pelo contrário sempre pago antes... ps: meu score esta na casa de 900 . e tenho outros 6 cartões com bom limite. pra que continuar usando esse cartão com um limite incompatível com meu perfil? Lamentável @nubank ??,negativo
Recebi meu cartão.as confesso qir já tô vendo em algumas postagens na web sobre o Nubank que já tá me preocupando... Kkkkkkkkkk,negativo
Trenzinho representa meu salário que sobe e despenca sem dó ??????,neutro
Fiz o cadastro mais ñ fui aprovada ????,negativo
Sempre peço para aumentar meu limite para quando eu precisar ter... Mas é ótimo a gente poder ajudar para ter controle e não gastar demais??????,positivo
Crlh eu amo vcs ??,positivo
@nubank aumenta meu limite!!! Quero comprar um nintendo switch!!! Hahaha sério! ??,neutro
Pior é quando não da nem 100 conto de limite.  acho que deviam confiar pelo menos um pouco nas pessoas.uma vez que as pessoas confiam o dinheiro delas à vocês... devia ser uma via de mão dupla...,negativo
A  da minha mãe ate agora não alimentou.. sempre pago em dia,negativo
Negaram mais pra mim. fui para o @bancointer ! ??,negativo
Amor dá minha vida ?? ??,positivo
O Melhor!!!??,positivo
??,positivo
@magno_ribeir,neutro
@anisiopomponet,neutro
Melhor do mundo!!????,positivo
Compro...pago...nunca parcelei e não saio dos 1000...aff...ja tirei outro cartão e em,negativo
Quero muito??,neutro
@britobeatriz_0,neutro
Me atiça que eu gosto do perigo??????,neutro
Como vai aumentar o limite que eu nao tenho ?? ????,negativo
@camillasampi vc,neutro
E quando nunca nem conseguiu a função crédito? Kkkk,negativo
Sem dúvida é a empresa com o melhor cartão de crédito e a melhor conta digital!!! ?? #roxinho,positivo
Lindoo????,positivo
Consegui esses dias o roxinho????,positivo
Comecei com 1900 agora 4300 tá melhorando ????,positivo
Meu score e 821 . tenho cartão a 2 anos e não sobe o limite nem com reza braba. parei ate de usar o cartão ..,negativo
Melhor cartão. impossível! Parabéns ?????? Muito satisfeito!!!??,positivo
Nubank DIMINUA o meu limite. não aguento mais gastar dinheiro,neutro
Não existe outro melhor. Apenas amo ??,positivo
@anndre_de ??????,neutro
Eu gostava do cartão. mas justamente por questão do limite e das tentativas de aumento negadas. mesmo com comprovações e tudo mais. tive que sair. Entendi que a única opção de aumento. seria o pagamento adiantado das faturas. Se fosse pra pagar adiantado teria feito a compra à vista ?????????,negativo
O meu ainda não aumentou mas tô muito satisfeito com o trabalho de vocês ??????????????????,positivo
Cartão top. nada a reclamar. pelo contrário. faço propaganda de graça RS,positivo
Nubank. aprova meu cartão. ??,neutro
Quero brindes ????,neutro
Sua linda ??,positivo
Eu quero um,neutro
Uma empresa que incentiva o consumo consciente. nem dá pra acreditar que existe. Muito feliz com meu Nubank ??. Por mais empresas como vocês. que prezam pelo bem estar dos clientes. @nubank,positivo
A questão não é gastar todo limite.Se faço uma compra .tipo celular.TV meu limite não atende.Eu uso outro cartão pq meu limite é baixo.No momento que meu limite for suficiente eu cancelo os outros.apesar que o AMEX tbém não tem anuidade e tenho um limite bem maior que o Nubank. Pago minhas faturas em dia é valor total.,negativo
Tenho uma renda boa so me deram 50 reais de limite. Aumenta por favor,negativo
Sempre pago antecipado... .porém não aumentam meu limite,negativo
@johnnyteodoro,neutro
ta certo,neutro
Até hoje não me aprovaram ??,negativo
@michael_dsouza,neutro
??,positivo
Eu sempre faço isso e vocês aumentaram de 900 pra 1.050 kkkkkkk e olha que eu nem parcelo as compras e pago 5 dias antes do vencimento,negativo
Vcs falaram tudo. vcs me deram um limite e eu ainda baixei um pouco já para não correr esse risco. tenho orgulho de ter um @nubank.,positivo
Tenho faz 2 anos. uso todas as funções e nada do limite aumentar... aí complica!,negativo
@luizacsta,neutro
Meu único problema atual com vocês é esse. quero tanto que passe logo! Meu limite não é o suficiente para o que eu necessito e eu sigo literalmente todos os passos citados no post. Pagamento SEMPRE antes da data de vencimento. utilização total do limite. renda atualizada... Me ajudem nisso para que eu possa amar vocês 100% ??,negativo
Um dia saio dos meus 400$. tá demorando,negativo
Tenho cartão deste novembro... Sempre paguei o valor na data de vencimento. uso a nuconta... Mostro que não irei atrasar.. Estou precisando de um aumento já faz uns meses. e não me concederam ainda.. ?? Triste mas td bem..,negativo
O Melhor cartão ??,positivo
@biell_cavalcanti meu limite é alto pq eu sou perfeita mesmo,neutro
Papo furado. nubank está ficando igual aos bancos ??,negativo
Affs. só amooo????,positivo
Vcs deviam pensar em fazer uma maquininha de passar cartão ????,neutro
Fiquei triste . até com pagamneto antecipado o limite não aumentou mais . apenas consumi o valor pago  a maior e após igualar o pagamento com valor anterior não tive aumento .,negativo
Na empresa que trabalho  a maioria dos clientes usam ??NU?? a partir dai  resolvi adiquirir o meu. estou amando usar este cartão... facilitou muito minha vida,positivo
Seis meses de conta e zero de limite.será que é bom mesmo.,negativo
@mac.arteestudiodesign,neutro
Concordo com vcs em partes...o problema é quando a gente precisa comprar um determinado produto e ele custa o dobro do seu limite affs!?????? estou pensando seriamente em cancelar o meu!,negativo
só o meu que não aumenta ????,neutro
@julia.carvalhop,neutro
Me dá meu cartão de crédito ????,neutro
Melhor cartão de crédito??,positivo
Quero mais limite hahaha,neutro
Queria substituir a minha geladeira antiga mas não consigo por causa do limite. Não consigo parcelar. ?? .. se o Nubank não me conceder. vou ter que partir pra outro cartão. infelizmente. Dizem os especialistas quanto menos  cartão de crédito. melhor. #Difícilasituação.,negativo
Amo amo meu roxinho ????,positivo
Eu tenho limite de 50 reais. Você acha justo?,neutro
Eu sempre pago  4 dias antes pra ter limite  pq estou precisando aumentar meu limite pq quero reformar minha casa minha dívida kkkkk. mas tá osso neh nubank rsrs,negativo
????????????????????????????????????,positivo
Isso não fosiona com migo  não  sempre eu pago a minha fatura em dia e eles não aumenta o meu limite e já liguei  pra eles e nada...Eu gostava muito deste cartão agora estou insatisfeita ??,negativo
É. galera. sem pressão e afobação.  Kkkkk  Tava com 9.100 de limite em 23.06.18. Em 23.07.19 aumentaram para 10.750. Não tive pressa. apenas paguei certinho meus cartões e mantive meu score em 952. ???? @nubank . eu te amo!  Hahahahah ????,positivo
Lendo os comentários aqui. parece que é só o meu que não aumenta ??,neutro
Já to com 4 meses até agora nada de aumento limite muito baixo de mai s,negativo
@vinhe_para_vencer_,neutro
Nada a ver! Eu tenho o salário é 3x maior que de uma amiga. que inclusive fui eu que mandei o convite para ela um ano depois de estar com o meu cartão e o limite dela ta 8 mil e o meu muito menos que a metade disso! Agora explica isso dona nu!,negativo
Eu sou muito apaixonada pelo meu roxinho ????,positivo
Amor meu ??,positivo
?? amo esse cartão. . E meu limite tá perfeito ????,positivo
Eu só queria 200 reais de aumento ????,neutro
Entao obrigada por negar,neutro
Comecei com 900 reais hoje já está 1850 e nunca atrasei nenhuma fatura . melhor cartão que já tive ????,positivo
E coisa mas linda do mundo depois de mim ??,positivo
Já fiz isso tudo que recomendam. não aumentam meu limite de jeito nenhum e ai fazer 1 ano e meio sem nenhuma alteração,negativo
Eu só sei que me deram um limite muito baixo.  sou comerciante. previso de um limite bem maior. enquanto isso fico usando o meus antigos cartão (Visa e Master) Caixa. com com limites bem melhor. no momento tou pagando uma Tv 50 pol. E um smartphone e ainda tenho um bom limite. (Fica a dica),negativo
E pra quem já faz isso a dois anos e não consegue o aumento?,neutro
Quero um aumento! ??,neutro
@kymberlands_  amor marca a kyane e seu limite se 50 reais kkkk manda ela ler a descrição,neutro
Amo o meu roxinho????,positivo
@pedrxpaiva,neutro
??,positivo
@guipenso,neutro
Amo meu roxinho ??,positivo
E quem sempre paga antecipado... entra no cálculo para aumentar mais o limite tbm?,neutro
Melhor cartão que eu já tive ??,positivo
Cancelei meu cartão de crédito do Santander para ficar apenas com o roxinho. não me arrependo nubank não me decepciona melhor atendimento melhor tudo!! ????,positivo
Resumindo vc tem que usar praticamente seu limite total. foi assim que me passaram quando liguei pra lá pedindo aumento.,neutro
Comecei com R$ 1.350.00 faz anos... e nem pela misericórdia me dão aumento. ??,negativo
Pra mim é a única falha do cartão. Adoro o Nubank mas por causa do limite eu acabo usando outros pois tem limites muito superiores. Sempre pago adiantado. indico pra todos que conheço e msm assim meu limite não aumenta. Fora isso é excelente!,negativo
O meu não sai dos 700 ??,negativo
Pois é. sofro ???????,negativo
Não consigo fazer o cartão??,negativo
nubank para de aumentar meu limiteeee,neutro
Porque meu cartão não aumenta ??????,neutro
Nu. tenho um limite de 5 mil. Porém eu consulto esses meses caíram. Se eu deixar meu limite em 1000 por um tempo. há algum risco de perder o restante?,neutro
Aumenta o meu ! ??,neutro
@nubank tenho a quase dois anos e nunca aumentou meu limite mesmo pagando antes do vencimento e sem nunca ter atrasado uma fatura por isso deixei um pouco de lado,negativo
Maior conversa fiada. toda vez que peço aumento para poder fazer uma compra vcs dizem que não podem aumentar. tenho um amigo que fizemos um teste. ele pediu um aumento so por pedir pra vermos. e vcs deram na hora. Expliquem isso.,negativo
meu roxinho já está velhinho. descascando e tals. Como posso pedir um novo?,neutro
Tenho dois cartões de outro banco mas não estou contente com a anuidade. Quero ficar só com o nubank mas não me dão o limite que preciso pros meus gastos ?? dessa forma não consigo deixar os outros.,negativo
Amo,positivo
@nubank dá 4 mil de limite pra mim aqui rapidinho. só pra eu testar um negócio... ???? #VaiQueCola #SouNu @nubank,neutro
Adoro??,positivo
@ester_leliss,neutro
O melhor e ????????,positivo
Nunca consegui aumento,negativo
??????,positivo
Quando precisei nem me deram aí agora vivem me dando limite disponível adoooro ??????,positivo
Estou pedindo um aumento a meses. Infelizmente tive que recorrer a concorrência.,negativo
????????????,positivo
E quando o limite ta incondizente com a renda e o @nubank nao aumenta. faz oq? Abre conta no concorrente?,neutro
